Date,Open,High,Low,Close,Volume,Adj Close
1982-05-18,63.00,63.25,62.75,62.75,1787600,7.89
1982-05-17,63.25,63.75,62.75,62.88,2404000,7.90
1982-05-14,63.88,64.00,63.62,63.62,1858800,8.00
1982-05-13,64.00,64.25,63.62,63.62,1472000,8.00
1982-05-12,64.12,64.62,63.50,63.88,2090400,8.03
1982-05-11,64.38,64.75,64.00,64.38,1489600,8.09
1982-05-10,64.38,64.88,63.88,63.88,2279200,8.03
1982-05-07,65.00,65.12,64.75,64.75,1951600,8.14
1982-05-06,65.00,65.12,64.75,64.88,3108800,8.16
1982-05-05,65.00,65.25,64.75,65.12,3422400,8.08
1982-05-04,64.88,65.25,64.50,64.75,1990000,8.03
1982-05-03,64.38,64.75,64.00,64.50,1538400,8.00
1982-04-30,64.38,64.75,64.00,64.25,3036800,7.97
1982-04-29,64.38,64.62,64.12,64.12,1966400,7.95
1982-04-28,64.88,65.25,64.50,64.88,2868800,8.05
1982-04-27,65.25,65.75,64.62,65.12,2634400,8.08
1982-04-26,65.62,66.12,65.00,66.00,3646800,8.19
1982-04-23,65.12,65.75,64.50,65.75,4856400,8.16
1982-04-22,64.38,64.75,64.00,64.38,2583200,7.99
1982-04-21,63.62,63.88,63.25,63.88,2048800,7.92
1982-04-20,63.50,63.88,63.00,63.25,3571200,7.85
1982-04-19,64.38,65.12,63.62,63.75,4562400,7.91
1982-04-16,64.62,64.88,64.25,64.50,2757600,8.00
1982-04-15,64.00,64.62,63.38,64.62,4235200,8.02
1982-04-14,62.62,64.00,61.25,63.62,5109600,7.89
1982-04-13,62.38,62.75,61.88,62.00,1694000,7.69
1982-04-12,62.25,62.50,62.00,62.12,1552800,7.71
1982-04-08,62.12,62.50,61.62,62.25,2616000,7.72
1982-04-07,61.88,62.12,61.50,61.75,2358800,7.66
1982-04-06,61.50,61.88,61.00,61.75,1957600,7.66
1982-04-05,61.50,61.75,61.12,61.50,1888800,7.63
1982-04-02,61.50,61.88,61.00,61.50,3357600,7.63
1982-04-01,60.50,61.12,59.88,61.00,2601200,7.57
1982-03-31,60.12,60.62,59.62,59.75,2658800,7.41
1982-03-30,60.12,60.50,59.62,60.38,2697200,7.49
1982-03-29,59.50,60.25,58.75,59.88,1919600,7.43
1982-03-26,59.38,59.75,59.00,59.00,2467600,7.32
1982-03-25,59.62,60.12,59.12,59.75,2244400,7.41
1982-03-24,59.12,59.38,58.88,59.12,2226000,7.33
1982-03-23,59.25,59.62,58.75,59.50,3130000,7.38
1982-03-22,58.75,59.50,57.88,59.12,2950800,7.33
1982-03-19,57.88,58.00,57.25,57.62,2382000,7.15
1982-03-18,58.00,58.38,57.62,57.88,3086400,7.18
1982-03-17,57.75,58.12,57.38,57.38,2941600,7.12
1982-03-16,58.12,58.88,57.25,57.38,2516800,7.12
1982-03-15,58.12,58.88,57.38,58.88,2482800,7.30
1982-03-12,57.75,58.12,57.38,57.88,3262400,7.18
1982-03-11,59.00,59.38,58.12,58.25,3354400,7.23
1982-03-10,59.12,59.62,58.62,59.00,2349600,7.32
1982-03-09,58.38,59.50,57.12,58.62,4868400,7.27
1982-03-08,58.38,59.25,57.38,57.50,2919200,7.13
1982-03-05,58.75,59.38,58.12,58.50,4276400,7.26
1982-03-04,59.25,60.00,58.50,59.12,3549600,7.33
1982-03-03,60.25,60.88,59.62,59.88,4235600,7.43
1982-03-02,61.62,62.38,60.88,61.00,2580400,7.57
1982-03-01,62.12,62.75,61.50,62.12,2670800,7.71
1982-02-26,61.50,61.88,61.12,61.88,1859600,7.68
1982-02-25,62.00,62.50,61.50,61.62,2520000,7.64
1982-02-24,61.12,62.12,60.12,62.00,2816400,7.69
1982-02-23,60.62,61.38,59.75,60.88,2709200,7.55
1982-02-22,61.50,62.88,60.12,60.38,4695200,7.49
1982-02-19,62.38,63.00,61.62,62.38,2377200,7.74
1982-02-18,62.75,63.00,62.50,62.75,2553200,7.78
1982-02-17,62.62,63.25,62.00,62.25,2815200,7.72
1982-02-16,61.25,62.38,60.12,62.25,3097600,7.72
1982-02-12,61.38,61.75,61.00,61.00,1186400,7.57
1982-02-11,61.50,62.00,60.88,61.25,1705600,7.60
1982-02-10,62.00,62.38,61.62,61.88,3331200,7.68
1982-02-09,61.38,61.75,61.00,61.38,3375200,7.61
1982-02-08,62.25,63.00,61.38,61.50,2002800,7.63
1982-02-05,63.50,64.00,62.88,63.25,3088400,7.85
1982-02-04,62.62,63.50,61.62,63.25,2980000,7.85
1982-02-03,62.38,63.25,61.50,62.75,3114400,7.68
1982-02-02,63.00,63.50,62.38,63.00,2472000,7.71
1982-02-01,63.00,63.38,62.50,62.62,2739600,7.66
1982-01-29,64.25,64.75,63.62,63.62,2809600,7.78
1982-01-28,63.75,64.50,63.00,64.38,4598000,7.88
1982-01-27,62.12,62.75,61.50,62.62,2203200,7.66
1982-01-26,62.12,62.50,61.62,61.75,2625200,7.55
1982-01-25,61.62,62.25,61.00,62.00,2805200,7.59
1982-01-22,62.00,62.62,61.38,61.62,3040800,7.54
1982-01-21,62.38,63.00,61.62,62.50,3919600,7.65
1982-01-20,61.38,62.00,60.75,61.50,4676800,7.52
1982-01-19,61.50,62.12,60.75,61.00,4164800,7.46
1982-01-18,60.75,62.12,59.38,61.88,5539200,7.57
1982-01-15,59.38,60.12,58.50,59.75,6116400,7.31
1982-01-14,58.12,58.88,57.38,58.88,3440800,7.20
1982-01-13,57.62,58.25,57.00,57.38,3657600,7.02
1982-01-12,57.62,58.38,56.75,57.50,4947600,7.03
1982-01-11,57.75,58.75,56.75,56.75,7280400,6.94
1982-01-08,56.75,56.75,56.75,56.75,000,6.94
1982-01-07,56.50,57.25,55.62,56.75,3030400,6.94
1982-01-06,56.50,57.00,56.00,56.75,2710000,6.94
1982-01-05,57.38,57.88,56.75,57.00,3924800,6.97
1982-01-04,57.62,58.38,56.88,58.25,2911200,7.13
1981-12-31,57.00,57.38,56.62,56.88,1590400,6.96
1981-12-30,56.00,57.62,56.00,57.25,3176000,7.00
1981-12-29,56.50,57.00,55.75,56.00,1582800,6.85
1981-12-28,57.00,57.38,56.25,56.50,1631200,6.91
1981-12-24,56.25,57.00,56.25,57.00,1157200,6.97
1981-12-23,56.88,56.88,56.00,56.12,1823600,6.87
1981-12-22,56.62,57.25,56.62,56.88,2748000,6.96
1981-12-21,56.75,56.88,56.12,56.38,2364000,6.90
1981-12-18,55.75,57.00,55.50,56.75,548400,6.94
1981-12-17,54.12,55.75,54.12,55.75,3725200,6.82
1981-12-16,53.62,54.50,53.12,54.12,2617600,6.62
1981-12-15,53.38,53.88,53.00,53.62,2441600,6.56
1981-12-14,53.88,53.88,53.25,53.38,2274400,6.53
1981-12-11,54.62,54.75,53.38,54.38,2321200,6.65
1981-12-10,53.88,54.75,53.75,54.62,3011600,6.68
1981-12-09,53.38,54.00,53.38,53.88,1704800,6.59
1981-12-08,53.50,53.75,53.00,53.25,2004800,6.51
1981-12-07,54.62,55.38,53.38,53.50,1645600,6.55
1981-12-04,54.00,55.12,54.00,54.62,3848400,6.68
1981-12-03,53.00,54.00,53.00,54.00,1989200,6.61
1981-12-02,53.75,53.75,53.00,53.00,1495600,6.48
1981-12-01,54.50,54.62,53.88,54.12,2107600,6.62
1981-11-30,54.50,54.50,53.75,54.50,2533200,6.67
1981-11-27,52.88,54.50,52.88,54.50,2373200,6.67
1981-11-25,52.50,53.12,52.50,52.62,3487600,6.44
1981-11-24,50.50,52.38,50.50,52.25,2669200,6.39
1981-11-23,50.62,50.88,50.50,50.50,1769600,6.18
1981-11-20,50.38,50.88,50.25,50.62,1448400,6.19
1981-11-19,50.38,50.38,49.88,50.38,1977200,6.16
1981-11-18,51.00,51.12,50.25,50.38,2169600,6.16
1981-11-17,51.00,51.38,50.62,51.00,1890000,6.24
1981-11-16,51.25,51.25,50.50,51.00,1509200,6.24
1981-11-13,52.62,52.62,51.50,51.62,1672400,6.32
1981-11-12,52.50,53.12,52.25,52.75,2064000,6.45
1981-11-11,52.25,52.62,51.25,52.50,1484400,6.42
1981-11-10,52.00,53.00,52.00,52.25,3142800,6.39
1981-11-09,50.88,51.75,50.88,51.62,2080400,6.32
1981-11-06,51.50,51.75,50.75,50.88,2535600,6.22
1981-11-05,52.38,52.75,51.50,51.50,1865600,6.30
1981-11-04,52.38,52.38,51.75,52.38,1613200,6.41
1981-11-03,53.00,53.00,52.25,53.00,2831600,6.38
1981-11-02,52.00,53.12,52.00,53.00,3648400,6.38
1981-10-30,49.12,51.75,49.12,51.50,3505600,6.20
1981-10-29,49.50,49.75,48.38,49.00,3794000,5.90
1981-10-28,50.75,50.88,49.50,49.50,3204000,5.96
1981-10-27,50.75,51.25,50.75,50.75,1787200,6.11
1981-10-26,50.88,50.88,50.38,50.62,1441200,6.09
1981-10-23,51.12,51.12,50.75,51.00,1699200,6.14
1981-10-22,51.38,51.62,50.88,51.12,1037200,6.15
1981-10-21,51.62,52.25,51.12,51.38,1912400,6.18
1981-10-20,51.50,51.88,51.50,51.62,1773200,6.21
1981-10-19,51.25,51.62,50.62,51.25,2921600,6.17
1981-10-16,52.25,52.38,51.00,51.25,2338400,6.17
1981-10-15,52.50,52.88,52.12,52.25,2014400,6.29
1981-10-14,53.38,53.38,52.25,52.50,3665600,6.32
1981-10-13,55.12,55.12,53.50,53.75,3259200,6.47
1981-10-12,55.88,56.00,55.12,55.50,2144400,6.68
1981-10-09,55.50,56.25,55.12,55.88,3919200,6.73
1981-10-08,55.00,55.50,54.50,55.50,2074400,6.68
1981-10-07,54.25,55.00,54.12,55.00,1580400,6.62
1981-10-06,55.12,55.12,54.25,54.25,1610800,6.53
1981-10-05,55.00,55.50,54.75,55.12,2338800,6.63
1981-10-02,54.25,55.12,54.25,55.00,2520800,6.62
1981-10-01,54.12,54.38,53.75,54.00,1847600,6.50
1981-09-30,53.25,54.50,53.12,54.12,2119600,6.51
1981-09-29,54.88,54.88,53.12,53.25,2132400,6.41
1981-09-28,53.62,55.00,52.25,54.88,3280000,6.60
1981-09-25,54.25,54.25,53.25,53.62,2096800,6.45
1981-09-24,54.50,55.25,54.25,54.62,1990400,6.57
1981-09-23,54.38,54.62,53.38,54.50,1559200,6.56
1981-09-22,54.88,55.00,54.12,54.38,1709200,6.54
1981-09-21,54.00,55.12,53.75,54.88,1930000,6.60
1981-09-18,54.12,54.50,53.88,54.00,1384400,6.50
1981-09-17,54.88,55.12,53.50,54.12,2206400,6.51
1981-09-16,55.38,55.38,54.50,54.88,1490000,6.60
1981-09-15,55.88,56.50,55.50,55.50,1586400,6.68
1981-09-14,55.75,56.75,55.00,55.88,1549200,6.73
1981-09-11,54.75,56.12,54.75,55.75,2192000,6.71
1981-09-10,54.12,55.00,54.12,54.75,1756000,6.59
1981-09-09,54.00,54.50,53.62,54.12,1559600,6.51
1981-09-08,54.00,54.12,53.38,54.00,2224000,6.50
1981-09-04,54.62,54.88,54.00,54.00,1912800,6.50
1981-09-03,55.75,56.12,54.50,54.62,1751200,6.57
1981-09-02,56.00,56.25,55.62,55.75,1548800,6.71
1981-09-01,55.12,56.12,55.00,56.00,2226400,6.74
1981-08-31,55.88,56.38,55.00,55.12,1510800,6.63
1981-08-28,55.38,56.12,55.38,55.88,1918000,6.73
1981-08-27,55.50,56.38,55.00,55.25,1826800,6.65
1981-08-26,55.88,56.12,55.38,55.50,1296800,6.68
1981-08-25,55.88,56.62,55.12,55.88,2182400,6.73
1981-08-24,56.62,56.62,55.62,55.88,1656400,6.73
1981-08-21,57.25,57.38,56.75,56.88,814400,6.85
1981-08-20,57.00,57.50,57.00,57.25,1712800,6.89
1981-08-19,56.62,57.25,56.62,57.00,1405200,6.86
1981-08-18,56.75,57.12,56.25,56.62,1929200,6.82
1981-08-17,58.00,58.25,56.75,56.75,910000,6.83
1981-08-14,58.25,58.75,58.00,58.00,1408400,6.98
1981-08-13,58.12,58.62,58.12,58.25,1346000,7.01
1981-08-12,58.75,58.75,57.88,57.88,1571600,6.97
1981-08-11,57.88,58.88,57.88,58.75,2186000,7.07
1981-08-10,57.00,58.12,56.75,57.88,1684400,6.97
1981-08-07,56.88,57.25,56.75,57.00,1354000,6.86
1981-08-06,57.50,57.50,56.88,56.88,1216800,6.85
1981-08-05,58.25,58.75,58.00,58.38,2232400,6.92
1981-08-04,56.50,58.25,56.25,58.25,1981600,6.91
1981-08-03,56.12,56.75,56.12,56.50,1162800,6.70
1981-07-31,56.38,56.62,56.00,56.12,1076000,6.66
1981-07-30,55.38,56.62,55.25,56.38,1522000,6.69
1981-07-29,55.38,55.75,55.25,55.38,936000,6.57
1981-07-28,55.50,55.50,55.00,55.38,996400,6.57
1981-07-27,55.00,55.62,54.88,55.62,1327200,6.60
1981-07-24,54.88,55.12,54.62,55.00,1237600,6.52
1981-07-23,55.12,55.25,54.75,54.88,1742800,6.51
1981-07-22,55.50,55.88,55.12,55.12,1391200,6.54
1981-07-21,55.38,55.62,55.12,55.50,1543200,6.58
1981-07-20,55.88,55.88,55.25,55.38,1789600,6.57
1981-07-17,56.62,56.62,56.12,56.12,1076800,6.66
1981-07-16,56.62,56.88,56.12,56.62,1342800,6.71
1981-07-15,56.88,56.88,56.38,56.62,2028000,6.71
1981-07-14,55.88,56.88,55.62,56.88,2139600,6.74
1981-07-13,56.25,56.25,55.75,55.88,1862400,6.63
1981-07-10,56.50,56.50,56.25,56.38,1503200,6.69
1981-07-09,56.62,56.88,56.38,56.62,1288000,6.71
1981-07-08,57.00,57.12,56.38,56.62,1360000,6.71
1981-07-07,57.00,57.38,56.38,57.00,2439200,6.76
1981-07-06,56.88,57.12,56.38,57.00,1346400,6.76
1981-07-02,56.88,57.25,56.38,56.88,1739200,6.74
1981-07-01,57.88,57.88,56.75,56.88,1581200,6.74
1981-06-30,57.88,58.00,57.25,57.88,1108400,6.86
1981-06-29,58.75,59.12,57.62,57.88,1193600,6.86
1981-06-26,59.00,59.62,58.62,58.75,1618000,6.97
1981-06-25,59.50,60.12,58.75,59.00,1720400,7.00
1981-06-24,59.38,59.50,58.62,59.50,1674400,7.06
1981-06-23,58.12,59.62,58.12,59.38,2332000,7.04
1981-06-22,57.62,58.25,57.62,58.12,1435600,6.89
1981-06-19,57.62,58.00,57.38,57.50,1313600,6.82
1981-06-18,58.50,58.50,57.25,57.62,1285600,6.83
1981-06-17,58.88,58.88,58.00,58.50,2179600,6.94
1981-06-16,59.75,59.75,58.75,58.88,2974000,6.98
1981-06-15,59.62,60.38,59.62,59.88,2075200,7.10
1981-06-12,59.00,59.62,58.75,59.38,3307200,7.04
1981-06-11,57.88,59.50,57.88,59.00,2127200,7.00
1981-06-10,57.38,58.25,57.38,57.88,2202800,6.86
1981-06-09,58.12,58.12,57.12,57.38,1298800,6.80
1981-06-08,58.38,58.88,58.25,58.25,1416000,6.91
1981-06-05,58.00,58.50,58.00,58.38,1958000,6.92
1981-06-04,59.12,59.12,57.62,58.00,1881200,6.88
1981-06-03,59.75,59.75,58.50,59.12,2435600,7.01
1981-06-02,60.25,60.50,59.88,59.88,2990400,7.10
1981-06-01,59.75,60.75,59.75,60.25,4356000,7.14
1981-05-29,58.00,59.12,57.88,58.75,3187600,6.97
1981-05-28,57.88,58.50,57.25,58.00,2800800,6.88
1981-05-27,56.12,58.12,55.88,57.88,2695600,6.86
1981-05-26,55.50,56.38,55.12,56.12,2059600,6.66
1981-05-22,55.62,55.88,55.25,55.50,1753600,6.58
1981-05-21,56.38,56.38,55.50,55.62,1847200,6.60
1981-05-20,56.62,56.62,56.12,56.38,1392000,6.69
1981-05-19,56.62,56.62,55.75,56.62,2464800,6.71
1981-05-18,56.38,56.88,56.25,56.75,1970000,6.73
1981-05-15,56.62,56.88,56.00,56.38,2595600,6.69
1981-05-14,56.75,57.12,56.38,56.62,2279200,6.71
1981-05-13,56.75,57.25,56.50,56.75,1419600,6.73
1981-05-12,56.12,56.88,56.12,56.75,2399200,6.73
1981-05-11,57.62,57.62,56.00,56.00,2767600,6.64
1981-05-08,57.38,57.88,57.00,57.88,1955200,6.86
1981-05-07,57.62,57.62,57.00,57.38,1760000,6.80
1981-05-06,57.75,58.12,57.62,57.88,2408800,6.76
1981-05-05,58.25,58.25,57.38,57.75,4684000,6.75
1981-05-04,58.38,58.38,58.12,58.38,1956000,6.82
1981-05-01,58.62,59.38,58.50,59.12,2274400,6.91
1981-04-30,59.62,59.75,58.62,58.62,2212800,6.85
1981-04-29,60.25,60.25,59.50,59.62,2802800,6.97
1981-04-28,61.12,61.25,59.88,60.38,2668400,7.05
1981-04-27,60.62,61.38,60.62,61.12,3434800,7.14
1981-04-24,60.38,61.12,59.75,60.62,2577600,7.08
1981-04-23,60.38,61.38,60.25,60.38,2778400,7.05
1981-04-22,60.50,61.00,60.12,60.38,2868800,7.05
1981-04-21,61.38,61.38,60.38,60.50,2939600,7.07
1981-04-20,60.00,61.75,59.75,61.62,3373600,7.20
1981-04-16,59.75,60.25,59.75,60.00,2994000,7.01
1981-04-15,59.12,59.88,59.00,59.62,3999600,6.97
1981-04-14,60.00,60.00,59.12,59.12,4136000,6.91
1981-04-13,60.75,60.75,60.12,60.12,3816800,7.02
1981-04-10,61.75,63.25,60.50,60.75,5072000,7.10
1981-04-09,60.00,61.75,59.75,61.75,3431600,7.21
1981-04-08,60.00,60.50,59.88,60.00,2669200,7.01
1981-04-07,60.38,60.62,60.00,60.00,2415200,7.01
1981-04-06,61.00,61.00,59.88,60.38,2306000,7.05
1981-04-03,62.12,62.38,60.75,61.12,2483600,7.14
1981-04-02,62.75,62.75,61.88,62.12,1932400,7.26
1981-04-01,62.38,63.38,62.00,63.00,3568400,7.36
1981-03-31,61.88,62.62,61.88,62.38,1892800,7.29
1981-03-30,61.75,62.12,61.38,61.50,1450000,7.18
1981-03-27,63.12,63.38,61.62,61.75,2298000,7.21
1981-03-26,63.88,64.25,62.62,63.12,4628000,7.37
1981-03-25,62.25,64.12,62.12,63.88,1703200,7.46
1981-03-24,62.88,63.25,62.12,62.25,2607200,7.27
1981-03-23,63.12,63.38,62.62,62.88,2463200,7.35
1981-03-20,63.75,64.12,62.75,63.12,2599600,7.37
1981-03-19,64.75,64.75,63.25,63.75,2048000,7.45
1981-03-18,64.25,65.25,64.25,64.75,1755600,7.56
1981-03-17,64.62,65.25,64.12,64.25,2835600,7.51
1981-03-16,63.25,64.75,62.88,64.62,2077600,7.55
1981-03-13,64.00,64.62,63.25,63.25,1608400,7.39
1981-03-12,62.38,64.12,62.38,64.00,1595200,7.48
1981-03-11,62.50,62.75,61.75,62.25,1592000,7.27
1981-03-10,63.00,63.38,62.25,62.50,1938800,7.30
1981-03-09,61.75,63.25,61.75,63.00,1662000,7.36
1981-03-06,62.00,62.38,61.50,61.88,1276400,7.23
1981-03-05,61.88,62.38,61.88,62.00,1227600,7.24
1981-03-04,62.50,62.88,61.62,61.88,1257200,7.23
1981-03-03,63.62,63.75,62.50,62.50,1380400,7.30
1981-03-02,64.25,64.25,63.38,63.62,1156800,7.43
1981-02-27,64.50,64.50,63.75,64.25,1870000,7.51
1981-02-26,64.25,64.88,63.38,64.75,2561200,7.56
1981-02-25,62.12,64.25,61.88,64.25,2006000,7.51
1981-02-24,62.00,62.62,61.88,62.12,2092000,7.26
1981-02-23,60.50,62.38,60.50,62.00,2345600,7.24
1981-02-20,61.25,61.62,60.25,60.50,1366800,7.07
1981-02-19,62.00,62.25,61.12,61.25,1753200,7.16
1981-02-18,62.00,62.38,61.62,62.00,1597200,7.24
1981-02-17,61.75,62.50,61.62,62.00,1563600,7.24
1981-02-13,61.75,62.12,61.25,61.75,1498000,7.21
1981-02-12,62.62,62.75,61.75,61.75,1276400,7.21
1981-02-11,63.00,63.25,62.38,62.62,1434800,7.32
1981-02-10,63.50,63.62,62.75,63.00,1570400,7.36
1981-02-09,64.25,64.38,63.25,63.50,1141600,7.42
1981-02-06,64.00,64.75,64.00,64.25,1825600,7.51
1981-02-05,64.50,64.50,63.88,64.00,1162400,7.48
1981-02-04,64.25,64.75,63.62,64.50,1708000,7.43
1981-02-03,63.38,64.25,63.38,64.25,1399600,7.41
1981-02-02,64.38,64.38,63.00,63.38,1526400,7.30
1981-01-30,64.88,65.50,64.00,64.38,1432400,7.42
1981-01-29,64.62,65.50,64.50,64.88,1469200,7.48
1981-01-28,65.50,65.62,64.50,64.62,1102400,7.45
1981-01-27,65.00,65.88,65.00,65.50,1280800,7.55
1981-01-26,65.00,65.50,64.62,65.00,1224400,7.49
1981-01-23,65.25,65.62,64.88,65.00,1094800,7.49
1981-01-22,65.12,65.38,64.50,65.25,1398800,7.52
1981-01-21,65.00,65.62,64.62,65.12,1707600,7.51
1981-01-20,66.62,67.12,64.75,65.00,2385600,7.49
1981-01-19,66.88,67.25,66.38,66.62,2223600,7.68
1981-01-16,65.75,67.00,65.75,66.88,3370800,7.71
1981-01-15,66.75,66.75,65.62,65.75,1822800,7.58
1981-01-14,66.50,67.50,66.38,66.75,1796800,7.69
1981-01-13,66.75,66.75,65.25,66.50,2766400,7.67
1981-01-12,67.38,68.00,66.25,66.75,2350800,7.69
1981-01-09,67.62,68.00,66.75,67.38,1534000,7.77
1981-01-08,69.50,69.75,67.38,67.62,2539200,7.79
1981-01-07,70.12,70.12,69.12,69.50,4768000,8.01
1981-01-06,70.25,71.50,69.62,71.50,3896000,8.24
1981-01-05,69.50,70.75,69.50,70.25,3114000,8.10
1981-01-02,67.88,69.25,67.62,69.12,1170400,7.97
1980-12-31,68.62,69.12,67.50,67.88,1500800,7.82
1980-12-30,68.00,69.25,67.88,68.62,1491200,7.91
1980-12-29,69.00,69.50,67.75,68.00,1384400,7.84
1980-12-26,68.50,69.00,68.38,69.00,685200,7.95
1980-12-24,67.25,68.75,67.00,68.50,1161200,7.90
1980-12-23,67.12,68.12,66.88,67.25,2344400,7.75
1980-12-22,64.62,67.25,64.50,67.12,2181200,7.74
1980-12-19,63.75,64.88,63.75,64.62,4044000,7.45
1980-12-18,65.25,65.62,63.62,63.62,2619200,7.33
1980-12-17,66.00,66.00,64.75,65.25,2041600,7.52
1980-12-16,64.50,66.25,64.38,66.25,1830400,7.64
1980-12-15,65.75,66.38,64.50,64.50,1346400,7.43
1980-12-12,64.50,66.00,64.38,65.75,2434800,7.58
1980-12-11,63.75,64.50,63.25,64.50,2897200,7.43
1980-12-10,66.12,66.50,63.75,63.75,1950400,7.35
1980-12-09,66.38,66.75,65.62,66.12,3502000,7.62
1980-12-08,67.25,67.25,66.00,66.38,2826800,7.65
1980-12-05,68.38,68.88,67.50,67.50,1920000,7.78
1980-12-04,68.00,69.50,67.50,68.38,2234800,7.88
1980-12-03,67.88,69.00,67.50,68.00,2240000,7.84
1980-12-02,66.50,68.00,66.25,67.88,2468400,7.82
1980-12-01,68.00,68.00,66.50,66.50,2004000,7.67
1980-11-28,68.75,68.88,67.62,68.12,1613200,7.85
1980-11-26,69.50,69.75,68.62,68.75,2110800,7.92
1980-11-25,70.38,70.62,69.50,69.50,1882000,8.01
1980-11-24,70.38,70.38,69.50,70.38,2059200,8.11
1980-11-21,71.62,71.62,70.12,70.38,1511200,8.11
1980-11-20,71.38,72.25,70.62,72.00,1931200,8.30
1980-11-19,72.00,72.75,71.25,71.38,2577200,8.23
1980-11-18,71.62,72.62,71.62,72.00,3418400,8.30
1980-11-17,71.62,71.75,70.62,71.62,3044000,8.26
1980-11-14,71.25,72.25,70.38,71.62,3612400,8.26
1980-11-13,70.88,71.62,70.25,71.25,5276000,8.21
1980-11-12,67.25,71.12,67.25,70.88,4296000,8.17
1980-11-11,67.25,67.75,66.88,67.12,1244400,7.74
1980-11-10,67.12,67.25,66.50,67.25,1409600,7.75
1980-11-07,66.50,67.12,66.50,67.12,1749200,7.74
1980-11-06,68.12,68.12,66.25,66.50,2395600,7.67
1980-11-05,68.00,70.25,68.00,68.50,4428000,7.90
1980-11-03,66.75,67.62,66.75,67.50,1518400,7.68
1980-10-31,65.25,67.25,65.25,66.62,2159200,7.58
1980-10-30,65.50,66.25,65.12,65.12,1576400,7.41
1980-10-29,66.62,67.12,65.50,65.50,1536400,7.45
1980-10-28,66.12,66.75,65.88,66.62,1947600,7.58
1980-10-27,66.50,66.50,65.75,66.12,975200,7.52
1980-10-24,65.88,66.62,65.50,66.62,1856400,7.58
1980-10-23,67.75,67.75,65.62,65.88,1807200,7.50
1980-10-22,68.00,68.12,67.50,67.75,1756800,7.71
1980-10-21,68.50,68.88,67.50,68.00,2516800,7.74
1980-10-20,68.00,68.50,66.50,68.50,1889200,7.80
1980-10-17,68.62,69.38,67.75,68.00,2231200,7.74
1980-10-16,70.38,71.12,68.50,68.62,3717200,7.81
1980-10-15,69.62,70.38,69.62,70.38,1394800,8.01
1980-10-14,70.50,70.88,69.50,69.75,2873200,7.94
1980-10-13,69.25,70.75,69.25,70.50,1478400,8.02
1980-10-10,70.12,71.50,69.12,69.25,4416000,7.88
1980-10-09,70.00,70.88,69.75,70.12,4740000,7.98
1980-10-08,68.00,70.38,68.00,70.00,4680000,7.97
1980-10-07,68.00,68.25,67.12,67.75,2792000,7.71
1980-10-06,66.50,68.25,66.50,68.00,2954400,7.74
1980-10-03,65.50,67.00,65.50,66.25,1988800,7.54
1980-10-02,64.62,65.38,64.12,65.38,1912400,7.44
1980-10-01,64.12,65.62,63.62,64.62,2420400,7.35
1980-09-30,63.88,64.50,63.88,64.12,2072000,7.30
1980-09-29,64.25,64.25,63.38,63.75,2665600,7.25
1980-09-26,65.88,65.88,64.25,64.62,2769200,7.35
1980-09-25,67.50,67.88,66.12,66.12,2560800,7.52
1980-09-24,66.88,68.00,66.75,67.50,2190800,7.68
1980-09-23,68.12,69.00,65.62,66.88,3675600,7.61
1980-09-22,67.00,68.38,66.50,68.12,2275600,7.75
1980-09-19,66.50,67.50,66.25,67.00,2195200,7.62
1980-09-18,67.25,67.38,66.25,66.50,4104000,7.57
1980-09-17,65.62,67.88,65.62,67.25,3318000,7.65
1980-09-16,66.12,66.38,65.25,65.62,1712800,7.47
1980-09-15,65.88,66.25,65.00,66.12,1303600,7.52
1980-09-12,66.38,66.50,65.75,65.88,1729600,7.50
1980-09-11,65.75,66.38,65.75,66.38,1704000,7.55
1980-09-10,66.12,66.25,65.25,65.75,1506000,7.48
1980-09-09,64.25,66.25,64.12,66.12,1650400,7.52
1980-09-08,66.50,66.62,64.25,64.25,1010800,7.31
1980-09-05,66.62,67.25,66.12,66.50,958800,7.57
1980-09-04,67.50,68.12,66.25,66.62,2194800,7.58
1980-09-03,66.12,67.50,66.12,67.50,1427200,7.68
1980-09-02,65.50,66.50,65.38,66.12,1168800,7.52
1980-08-29,65.00,65.62,64.75,65.50,1512800,7.45
1980-08-28,65.88,66.00,64.88,65.00,1687600,7.40
1980-08-27,66.75,67.00,65.88,65.88,2367600,7.50
1980-08-26,67.12,67.75,66.62,66.75,1892800,7.60
1980-08-25,67.38,67.50,66.62,67.12,983600,7.64
1980-08-22,67.50,68.88,67.38,67.38,1638400,7.67
1980-08-21,66.88,67.75,66.62,67.50,1094400,7.68
1980-08-20,66.00,67.88,65.88,66.88,1359200,7.61
1980-08-19,66.38,67.00,65.88,66.00,1808000,7.51
1980-08-18,68.00,68.00,66.38,66.38,2203600,7.55
1980-08-15,68.88,69.12,68.25,68.75,2068000,7.82
1980-08-14,66.75,69.12,66.75,68.88,1890800,7.84
1980-08-13,66.75,67.50,66.50,66.75,1808800,7.60
1980-08-12,66.75,68.00,66.38,66.75,2811600,7.60
1980-08-11,65.25,66.75,65.12,66.75,1697600,7.60
1980-08-08,65.75,66.25,65.25,65.25,2981200,7.43
1980-08-07,65.62,65.75,64.75,65.75,2045600,7.48
1980-08-06,64.25,65.62,64.00,65.62,1603200,7.37
1980-08-05,64.75,65.38,64.12,64.25,1263200,7.22
